cowns,cownDist,behaviourCowns,whenCount,serviceTime,parallel,5%,25%,50%,75%,95%,max,avg
200,zipfian[2],5,100,exp[7],False,0.072608,0.80312,2.212802,4.185949,6.24715,29,14.141891251684653
200,zipfian[2],5,200,fixed[145],False,0.290894,1.742957,4.062461,8.848933,14.649242,28,12.422822439170252
200,zipfian[2],5,200,fixed[145],True,0.29376,1.745076,3.558179,5.37079,8.921783,28.0,19.283821991810548
200,zipfian[2],5,200,bimodal[100:1000:95],False,0.202441,1.503655,4.202249,7.903865,12.803905,31,14.488567687002314
200,zipfian[2],5,200,exp[7],False,0.331377,1.787797,4.474321,8.792961,15.480407,28,11.992132441590371
200,zipfian[2],10,50,fixed[145],False,0.000505,0.292367,1.01666,1.886892,3.336377,24,13.258407421314002
200,zipfian[2],10,50,fixed[145],True,0.073459,0.435834,0.873317,1.38048,2.249356,28.0,19.147103751645215
200,zipfian[2],10,50,bimodal[100:1000:95],False,0.00059,0.20247,0.901303,1.401649,5.001309,26,9.432006457528901
200,zipfian[2],10,50,exp[7],False,0.00053,0.476513,1.299272,2.653987,3.951432,21,11.063892874963626
200,zipfian[2],10,100,fixed[145],False,0.14635,0.874566,2.324497,4.206552,6.962819,26,13.008229916821476
200,zipfian[2],10,100,fixed[145],True,0.14863,0.874609,1.747115,2.977125,4.643574,28.0,18.631893591019875
200,zipfian[2],10,100,bimodal[100:1000:95],False,0.101452,0.704146,2.61959,3.808479,6.617323,30,14.051183966812227
200,zipfian[2],10,100,exp[7],False,0.076184,0.825377,2.026108,4.222883,6.585483,28,13.497074441629405
200,zipfian[2],10,200,fixed[145],False,0.293134,9.893023,12.935206,17.286162,23.084981,28,8.151787921455078
200,zipfian[2],10,200,fixed[145],True,0.297344,1.750096,3.565799,6.100572,10.22885,28.0,17.127417021090015
200,zipfian[2],10,200,bimodal[100:1000:95],False,0.206349,1.90934,5.607804,8.80577,14.904179,30,12.575769008274856
200,zipfian[2],10,200,exp[7],False,0.33699,1.941814,4.809565,8.172073,14.484576,29,12.754210547528055
200,zipfian[2],15,50,fixed[145],False,0.004605,0.43974,1.307335,2.178449,3.626759,20,12.310486219887935
200,zipfian[2],15,50,fixed[145],True,0.073148,0.437064,0.876479,1.453074,2.467652,28.0,17.673933599031468
200,zipfian[2],15,50,bimodal[100:1000:95],False,0.004635,0.304959,1.303738,2.301321,3.401459,18,13.509048225410897
200,zipfian[2],15,50,exp[7],False,0.004655,0.552057,1.465479,2.819285,4.115606,20,10.676011450662841
200,zipfian[2],15,100,fixed[145],False,0.145381,1.022871,2.328896,4.501722,7.398357,23,12.31152289598536
200,zipfian[2],15,100,fixed[145],True,0.149793,0.87577,1.749711,2.766664,5.296875,28.0,16.6110335468128
200,zipfian[2],15,100,bimodal[100:1000:95],False,0.100406,0.909844,2.406825,5.906538,8.803041,25,9.801904490438682
200,zipfian[2],15,100,exp[7],False,0.076361,0.960875,2.251891,4.54027,6.900896,25,12.946705018259385
200,zipfian[2],15,200,fixed[145],False,0.301353,1.903585,4.352328,7.843923,13.201449,28,13.652953526370169
200,zipfian[2],15,200,fixed[145],True,0.306446,1.760996,3.578055,5.735192,10.305084,28.0,17.022255918723495
200,zipfian[2],15,200,bimodal[100:1000:95],False,0.211586,1.319075,3.00215,6.01423,10.006235,39,18.17583502739689
200,zipfian[2],15,200,exp[7],False,0.3403,1.817157,4.294519,7.09463,13.773867,28,13.361538650655623
500,uniform,5,50,fixed[145],False,7.2e-05,0.290399,0.87065,1.306105,1.596364,28,28.712381755233835
500,uniform,5,50,fixed[145],True,0.07271,0.435423,0.871296,1.306872,1.669832,28.0,27.55454007890518
500,uniform,5,50,bimodal[100:1000:95],False,9e-05,0.200384,0.600647,1.001033,1.301079,36,35.68041480623037
500,uniform,5,50,exp[7],False,0.000108,0.395298,0.802586,1.400739,1.648137,29,28.585737775023386
500,uniform,5,100,fixed[145],False,0.145165,0.870786,1.741447,2.612093,3.337603,28,27.573975461367755
500,uniform,5,100,fixed[145],True,0.145436,0.871584,1.743529,2.686119,3.411748,28.0,28.10698869030989
500,uniform,5,100,bimodal[100:1000:95],False,0.100224,0.600719,1.201446,2.102535,3.202708,40,30.276469581987925
500,uniform,5,100,exp[7],False,0.072208,0.802608,1.749122,2.743313,3.364267,29,27.696534609589648
500,uniform,5,200,fixed[145],False,0.29048,1.741717,3.483146,5.368955,6.819871,28,27.578888030266175
500,uniform,5,200,fixed[145],True,0.290756,1.743456,3.558072,5.372604,6.823869,28.0,27.57255372856751
500,uniform,5,200,bimodal[100:1000:95],False,0.200374,1.201947,2.901843,4.604387,5.804821,40,32.24059219519744
500,uniform,5,200,exp[7],False,0.393387,1.81502,3.668818,5.216869,6.870182,36,27.442773926565604
500,uniform,10,50,fixed[145],False,9.2e-05,0.290496,0.871146,1.305882,1.597158,28,28.698357306027805
500,uniform,10,50,fixed[145],True,0.07286,0.436008,0.871877,1.307764,1.670906,28.0,27.5639124437834
500,uniform,10,50,bimodal[100:1000:95],False,0.000114,0.200487,0.601211,1.001863,1.501843,35,31.206953907953217
500,uniform,10,50,exp[7],False,9.8e-05,0.395414,0.802698,1.401347,1.649006,29,28.57288170655536
500,uniform,10,100,fixed[145],False,0.145265,0.871354,1.742363,2.613273,3.338437,28,28.700638847520104
500,uniform,10,100,fixed[145],True,0.145732,0.872307,1.744512,2.688189,3.414293,28.0,27.566670682211697
500,uniform,10,100,bimodal[100:1000:95],False,0.100456,0.600337,1.401921,2.1026,3.003779,36,32.21343332383037
500,uniform,10,100,exp[7],False,0.072338,0.802976,1.749651,2.744459,3.365468,29,27.68417450774769
500,uniform,10,200,fixed[145],False,0.290666,1.742744,3.48518,5.372111,6.823557,28,27.568422412190095
500,uniform,10,200,fixed[145],True,0.291513,1.746066,3.562022,5.377318,6.829491,28.0,27.563285648389773
500,uniform,10,200,bimodal[100:1000:95],False,0.200525,1.603652,3.603325,5.704558,7.007451,35,26.997395561250208
500,uniform,10,200,exp[7],False,0.329773,1.750025,3.613067,5.159644,6.812811,37,27.651047649806117
500,uniform,15,50,fixed[145],False,0.000208,0.290795,0.871825,1.307621,1.597981,28,28.68948169008589
500,uniform,15,50,fixed[145],True,0.073006,0.43553,0.873164,1.309373,1.672717,28.0,27.540865135688332
500,uniform,15,50,bimodal[100:1000:95],False,0.000144,0.200717,0.601539,1.002521,1.302282,36,33.2757662577075
500,uniform,15,50,exp[7],False,0.00037,0.472859,0.831459,1.434342,1.676753,28,28.0288697358279
500,uniform,15,100,fixed[145],False,0.145341,0.871818,1.743339,2.614896,3.340754,28,28.684058576289697
500,uniform,15,100,fixed[145],True,0.145963,0.873594,1.746577,2.691134,3.412216,28.0,27.5074256295487
500,uniform,15,100,bimodal[100:1000:95],False,0.100498,0.601954,1.60462,2.704151,3.405238,35,27.764396880947654
500,uniform,15,100,exp[7],False,0.072403,0.803487,1.750378,2.746341,3.36765,29,27.66939062594249
500,uniform,15,200,fixed[145],False,0.291001,1.744386,3.487617,5.371818,6.826263,28,27.56147759837553
500,uniform,15,200,bimodal[100:1000:95],False,0.200777,1.60476,3.308505,5.108696,6.311399,32,29.82169904358829
500,uniform,15,200,exp[7],False,0.330482,1.786738,3.657127,5.216728,6.864924,36,27.037575335134125
500,zipfian[0.99],5,50,fixed[145],False,0.000186,0.290515,0.870943,1.305842,1.740809,28,24.617893368087234
500,zipfian[0.99],5,50,fixed[145],True,0.072807,0.435763,0.871759,1.307211,1.67021,28.0,25.52972911425626
500,zipfian[0.99],5,50,bimodal[100:1000:95],False,0.000164,0.200518,0.701324,1.201317,1.602058,31,17.849614144891028
500,zipfian[0.99],5,50,exp[7],False,0.000145,0.472413,0.830263,1.433724,1.675679,28,19.686713515795045
500,zipfian[0.99],5,100,fixed[145],False,0.145235,0.871472,1.74163,2.611946,3.482552,28,24.623591469008993
500,zipfian[0.99],5,100,fixed[145],True,0.145418,0.8722,1.744145,2.683931,3.41225,28.0,25.533894585358915
500,zipfian[0.99],5,100,bimodal[100:1000:95],False,0.10013,0.701676,1.402687,2.801023,3.502405,32,25.634268710709073
500,zipfian[0.99],5,100,exp[7],False,0.07257,0.822533,1.787422,2.779986,3.393038,28,27.1953071777934
500,zipfian[0.99],5,200,fixed[145],False,0.29076,1.743327,3.48513,5.370082,7.542742,28,23.371860677066444
500,zipfian[0.99],5,200,fixed[145],True,0.291443,1.74588,3.561321,5.374559,6.8911,28.0,25.069162686205907
500,zipfian[0.99],5,200,bimodal[100:1000:95],False,0.200822,1.602096,4.505293,6.303641,8.601773,34,19.22691275576841
500,zipfian[0.99],5,200,exp[7],False,0.344625,1.79541,3.647598,5.196868,7.580674,36,23.444473815160254
500,zipfian[0.99],10,50,fixed[145],False,0.000158,0.290865,0.871799,1.305662,1.74214,28,22.973696954882417
500,zipfian[0.99],10,50,fixed[145],True,0.07289,0.435572,0.873034,1.308873,1.671691,28.0,26.491413603022988
500,zipfian[0.99],10,50,bimodal[100:1000:95],False,0.000186,0.20085,0.601786,1.001687,1.402193,36,29.38740773088658
500,zipfian[0.99],10,50,exp[7],False,0.000183,0.472723,0.831334,1.43442,1.676652,28,19.74197242046453
500,zipfian[0.99],10,100,fixed[145],False,0.145551,0.872739,1.743287,2.614837,3.772321,28,22.240573166259185
500,zipfian[0.99],10,100,fixed[145],True,0.145774,0.874094,1.746123,2.689776,3.483359,28.0,26.01399292679532
500,zipfian[0.99],10,100,bimodal[100:1000:95],False,0.101243,0.701754,1.902472,3.304443,7.202652,30,12.984360467660307
500,zipfian[0.99],10,100,exp[7],False,0.103166,0.832444,1.793861,2.787283,3.582183,28,23.43772888407113
500,zipfian[0.99],10,200,fixed[145],True,0.293408,1.750292,3.565822,5.379976,6.894825,28.0,26.51672695023566
500,zipfian[0.99],10,200,bimodal[100:1000:95],False,0.202084,1.206688,2.808718,4.406536,6.404732,40,28.161386711739905
500,zipfian[0.99],10,200,exp[7],False,0.331353,1.7918,3.641559,5.188278,7.555112,37,23.394737891790214
500,zipfian[0.99],15,50,fixed[145],False,0.000258,0.291535,0.870876,1.306253,1.742462,28,22.978870469026322
500,zipfian[0.99],15,50,fixed[145],True,0.073104,0.435299,0.873523,1.310388,1.672705,28.0,27.562377795307448
500,zipfian[0.99],15,50,bimodal[100:1000:95],False,0.000261,0.201539,0.601946,1.002821,1.401056,36,20.82460435334189
500,zipfian[0.99],15,50,exp[7],False,0.000319,0.381096,0.757862,1.352271,1.60558,29,23.02570682012226
500,zipfian[0.99],15,100,fixed[145],False,0.146524,0.87421,1.745822,2.616924,3.917652,28,21.543552445624076
500,zipfian[0.99],15,100,fixed[145],True,0.147107,0.875239,1.747997,2.690045,3.487585,28.0,24.616754064349177
500,zipfian[0.99],15,100,bimodal[100:1000:95],False,0.101787,0.705218,1.606206,2.302178,4.102644,32,21.73138744695097
500,zipfian[0.99],15,100,exp[7],False,0.073908,0.805967,1.72268,2.713581,3.800815,29,21.6270131775554
500,zipfian[0.99],15,200,fixed[145],False,0.291246,1.744738,3.489718,5.377854,6.824313,28,24.192066623016114
500,zipfian[0.99],15,200,fixed[145],True,0.294006,1.754152,3.569657,5.386197,6.834469,28.0,26.77395167596236
500,zipfian[0.99],15,200,bimodal[100:1000:95],False,0.201322,2.510282,4.311428,6.207814,8.808957,33,20.404067877396447
500,zipfian[0.99],15,200,exp[7],False,0.33152,1.753226,3.60925,5.163426,6.945252,37,25.658703830049063
500,zipfian[2],5,50,fixed[145],False,0.000736,0.293782,1.307608,2.177182,3.626519,20,12.311592620234396
500,zipfian[2],5,50,fixed[145],True,0.073524,0.437871,0.871514,1.454055,2.684532,28.0,16.41327847359136
500,zipfian[2],5,50,bimodal[100:1000:95],False,0.000696,0.203621,1.301839,3.302041,4.301368,21,10.867075239716812
500,zipfian[2],5,50,exp[7],False,0.000728,0.517288,1.347763,2.424192,3.353433,21,12.751445758920147
500,zipfian[2],5,100,fixed[145],False,0.14671,0.876821,2.180908,4.49988,7.397909,26,12.311375871353016
500,zipfian[2],5,100,fixed[145],True,0.149452,0.872737,1.748745,2.836184,5.44128,28.0,16.22053438550533
500,zipfian[2],5,100,bimodal[100:1000:95],False,0.101698,0.702076,2.006582,5.004546,7.902485,30,11.901843119425473
500,zipfian[2],5,100,exp[7],False,0.07372,0.803968,2.314491,5.265707,7.627695,29,11.832506142549752
500,zipfian[2],5,200,fixed[145],False,0.302191,1.893634,4.508307,9.869875,15.666041,28,11.685767150455478
500,zipfian[2],5,200,fixed[145],True,0.304597,1.753934,3.570349,5.804997,11.110075,28.0,15.923438832219583
500,zipfian[2],5,200,bimodal[100:1000:95],False,0.211916,1.614487,4.011601,9.508754,15.305249,36,12.266928361138373
500,zipfian[2],5,200,exp[7],False,0.34008,1.945884,4.57816,8.748575,15.432415,29,12.027663867448407
500,zipfian[2],5,500,fixed[145],False,0.890339,4.670613,11.906196,25.109938,39.60106,28,11.567498807853573
500,zipfian[2],5,500,fixed[145],True,0.873024,4.515739,9.037366,14.703151,28.165464,28.5,15.730723241394807
100,uniform,5,500,fixed[145],False,0.870617,4.496587,8.993946,13.49084,17.116925,28,27.358568512148025
100,uniform,5,500,fixed[145],True,0.872501,4.498215,9.000989,13.569537,17.195765,28.0,27.031281896912635
100,uniform,5,500,bimodal[100:1000:95],False,0.601155,4.001424,8.302507,12.004977,15.605546,36,28.8956827133832
100,uniform,5,500,exp[7],False,0.856108,4.244602,8.912831,12.921232,16.757693,37,27.477784486020894
100,uniform,10,500,fixed[145],True,0.872564,4.49952,9.000581,13.565793,17.193115,28.0,26.930078743550244
100,uniform,10,500,bimodal[100:1000:95],False,0.602631,4.204628,8.505475,12.504745,15.407554,36,27.315726198960977
100,uniform,10,500,exp[7],False,0.803966,4.465929,9.234185,13.820693,17.689967,37,26.163558871931997
100,uniform,15,500,fixed[145],False,0.870815,4.497491,8.995079,13.493675,17.118046,28,26.722463169765135
100,uniform,15,500,fixed[145],True,0.872448,4.503209,8.999315,13.56544,17.191172,28.0,27.140029306889243
100,uniform,15,500,bimodal[100:1000:95],False,0.600501,3.80117,8.101897,12.004203,15.608535,38,28.894134779581094
100,uniform,15,500,exp[7],False,0.810736,4.477779,9.244052,13.832716,17.702368,38,26.163434287735296
100,zipfian[0.99],5,500,fixed[145],False,0.871577,4.497194,8.994337,13.925485,19.871399,28,22.531081288671505
100,zipfian[0.99],5,500,fixed[145],True,0.874644,4.501252,9.002923,13.566793,17.333462,28.0,24.97756764649668
100,zipfian[0.99],5,500,bimodal[100:1000:95],False,0.601831,4.202388,8.702989,13.604031,21.804826,37,20.571808221210464
100,zipfian[0.99],5,500,exp[7],False,0.803155,4.465988,9.234122,13.855084,20.12653,37,22.268211522356484
100,zipfian[0.99],10,500,bimodal[100:1000:95],False,0.600576,4.203999,8.503678,12.602869,22.305988,37,20.15697282904565
100,zipfian[0.99],10,500,exp[7],False,0.757554,4.433893,9.195424,14.074134,22.308811,36,19.260246296948004
100,zipfian[0.99],15,500,fixed[145],False,0.871531,4.497252,8.994708,13.494146,17.552471,28,23.61194467834699
100,zipfian[0.99],15,500,fixed[145],True,0.874379,4.502586,9.00426,13.567149,17.841322,28.0,23.448900928909453
100,zipfian[0.99],15,500,bimodal[100:1000:95],False,0.603783,3.802843,8.307769,13.402977,18.406714,40,22.930406948683768
100,zipfian[0.99],15,500,exp[7],False,0.856457,4.529389,9.298052,13.882395,19.750224,36,21.366902275224675
100,zipfian[2],5,500,fixed[145],False,0.870673,4.497256,11.025718,23.208617,37.711633,28,12.09556307652292
100,zipfian[2],5,500,fixed[145],True,0.872736,4.500467,8.998911,16.467293,23.724225,28.0,18.577272928413926
100,zipfian[2],5,500,bimodal[100:1000:95],False,0.60224,6.004132,12.904138,27.806554,45.909384,32,10.13993413301586
100,zipfian[2],5,500,exp[7],False,0.811111,4.477097,12.611888,26.924595,42.378535,38,10.86213976419511
100,zipfian[2],10,500,fixed[145],False,0.876216,4.503131,12.331348,22.920769,37.421608,28,12.181140675632815
100,zipfian[2],10,500,bimodal[100:1000:95],False,0.801115,4.407541,13.004967,23.908767,38.409492,33,11.958914717965499
100,zipfian[2],10,500,exp[7],False,0.829642,4.526229,13.21943,26.228235,41.680177,36,11.029569990375377
100,zipfian[2],15,500,bimodal[100:1000:95],False,0.705017,4.601269,11.708765,23.311846,36.010338,31,12.403770617268437
100,zipfian[2],15,500,exp[7],False,0.806632,4.65495,13.031117,22.687062,38.137126,34,11.964807576460743
200,uniform,5,500,bimodal[100:1000:95],False,0.601706,4.001862,8.704366,12.906236,15.611773,40,27.92063370010436
200,uniform,5,500,exp[7],False,0.919074,4.321269,8.983016,12.99479,16.831571,38,27.355194729594995
200,uniform,10,500,exp[7],False,0.756944,4.423022,9.198479,13.78544,17.650645,36,26.240476543847944
200,uniform,15,500,fixed[145],False,0.873841,4.496967,8.99622,13.495856,17.123406,28,27.56404920293039
200,uniform,15,500,bimodal[100:1000:95],False,0.603991,4.008289,8.310184,12.012638,15.613706,36,28.553790487133377
200,uniform,15,500,exp[7],False,0.811368,4.477319,9.243595,13.839329,17.705622,38,26.53702304809448
200,zipfian[0.99],5,500,bimodal[100:1000:95],False,0.601348,3.805141,8.40413,13.604174,18.804382,36,23.251328069356664
200,zipfian[0.99],5,500,exp[7],False,0.822227,4.49751,9.265083,13.85218,17.903924,37,24.72355114056664
200,zipfian[0.99],10,500,bimodal[100:1000:95],False,0.703776,4.001766,9.310482,13.309617,17.405626,39,27.315350145093678
200,zipfian[0.99],10,500,exp[7],False,0.857101,4.530914,9.296528,13.885949,18.575342,36,23.502446440157293
200,zipfian[0.99],15,500,bimodal[100:1000:95],False,0.603663,4.408851,8.413236,13.114851,20.209191,40,22.020860537353922
200,zipfian[0.99],15,500,exp[7],False,0.760517,4.427599,9.197119,13.799458,20.87918,36,20.397032313386532
200,zipfian[2],5,500,fixed[145],False,0.871416,4.497296,11.171842,20.165254,34.376364,28,13.155343638755948
100,uniform,10,500,fixed[145],True,0.870892,4.498276,9.005974,13.567543,17.193142,28.0,27.0335384566142
100,uniform,15,500,fixed[145],True,0.874234,4.499405,8.999946,13.566386,17.189785,28.0,27.243863142741986
100,zipfian[0.99],5,500,fixed[145],True,0.871993,4.498762,8.998763,13.565814,17.3337,28.0,24.978647003608966
100,zipfian[0.99],15,500,fixed[145],True,0.874396,4.502834,9.005973,13.567722,17.842741,28.0,23.44838078144449
100,zipfian[2],10,500,fixed[145],True,0.880435,4.505211,9.006094,14.365592,24.300989,28.0,17.904849048514837
100,zipfian[2],15,500,fixed[145],True,0.874465,4.513166,9.012434,15.018641,27.129341,28.0,16.258805321845166
200,uniform,5,500,fixed[145],True,0.873171,4.506727,9.00501,13.569456,17.194806,28.0,27.35704616561726
200,uniform,10,500,fixed[145],True,0.872281,4.505736,9.004772,13.565607,17.203367,28.0,27.466330947534583
200,zipfian[0.99],15,500,fixed[145],True,0.877635,4.504617,9.008071,13.567469,18.428689,28.0,24.10450905213502
200,zipfian[2],5,500,fixed[145],True,0.875207,4.500271,9.004648,13.566042,21.833003,28.0,19.64094930521713
200,zipfian[2],10,500,fixed[145],True,0.883807,4.518259,9.025239,14.892964,25.610334,28.0,17.105410759583897
500,uniform,10,500,fixed[145],True,0.876754,4.500099,9.022494,13.590363,17.195532,28.0,27.461194448818404
500,uniform,15,500,fixed[145],True,0.880175,4.510043,9.022194,13.584256,17.223261,28.0,27.454084964682515
500,zipfian[0.99],5,500,fixed[145],True,0.87665,4.501895,9.011261,13.574648,17.191372,28.0,24.71000340009647
500,zipfian[0.99],10,500,fixed[145],True,0.874242,4.512859,9.023291,13.586632,17.412868,28.0,26.21230879693471
500,zipfian[0.99],15,500,fixed[145],True,0.889935,4.532862,9.034574,13.579291,17.206087,29.0,25.438660444913015500,
200,uniform,15,200,fixed[145],False,0.29068,1.742317,3.48426,5.370565,6.820615,28,27.57237507198113
200,uniform,15,200,fixed[145],True,0.292338,1.745476,3.560209,5.39281,6.846086,28.0,27.21646835840605
200,zipfian[2],15,200,fixed[145],False,0.30182,1.904426,4.352973,7.844981,13.202452,28,13.65216788234671
200,zipfian[2],15,200,fixed[145],True,0.306715,1.761479,3.578907,5.736759,10.31061,28.0,17.01456634038967
50,zipfian[2],15,200,fixed[145],False,0.291934,1.886634,4.932098,9.864194,15.672124,28,11.676952212715303
50,zipfian[2],15,200,fixed[145],True,0.293225,1.743717,3.557974,5.369695,8.704776,28.0,19.69520488724692
100,zipfian[2],15,200,fixed[145],False,0.291351,1.743687,5.080825,8.850945,14.650102,28,12.422240655447105
100,zipfian[2],15,200,fixed[145],True,0.2954,1.745805,3.561314,5.805578,9.938211,28.0,17.56325780517763
